filename,n_bigram,n_trigram,n_freq_pos_seq,n_subj_el_big,n_subj_el_total,hypernym_count,hypernym_count_sent,hyponyms_count,hyponyms_count_sent,nErrors,nErrorsTokens,ntokens,fleshscore,avgWordLength,nSpelling,nSpellingTokens,nLongSentence,nStyleErrors,nStyleperSent,nvoc,similarityprompt,countDemonstrativo,demonstrativoPerSent,countEnclise,enclisePerSent,fstPerson,fstPessoaPerSent,countDiscourseMarkers,discourseSent,understandingGrade,selectinginfoGrade,showknowGrade,solutionGrade,formalGrade,finalGrade
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/um-padrao-para-o-portugues.xml,10,0,0,3,63,69,3.6315789473684217,512,26.947368421052627,7,0.0159,440.0,100.01590982437136,52.0,6.0,0.013636363636363636,14.0,21,1.0,174,0.51,4,0.21052632,2,0.10526316,3,0.15789473,13,0.68421054,1.0,0.0,1.0,1.5,1.5,5.0
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/norma-culta-vs-versus-variantes-linguisticas-sera.xml,7,0,0,2,48,29,4.142857142857143,100,14.285714285714285,6,0.0245,245.0,100.6986714935303,53.0,5.0,0.020408163265306117,7.0,9,1.0,135,0.89,1,0.14285715,0,0.0,0,0.0,2,0.2857143,1.0,0.0,1.0,0.5,1.0,3.5
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/escola-agente-divulgador-da-diversidade.xml,8,0,0,2,48,36,4.0,163,18.11111111111111,7,0.0249,281.0,89.57023113727574,53.0,5.0,0.017793594306049824,9.0,9,1.0,160,1.01,1,0.11111111,5,0.5555555999999999,1,0.11111111,7,0.7777778000000001,2.0,2.0,1.5,2.0,1.5,9.0
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/norma-culta-x-variantes-linguisticas-deve-a-escola-ser-impositora-de-uma-norma.xml,7,2,0,2,54,48,4.363636363636363,151,13.727272727272727,14,0.0443,316.0,107.2103117322922,52.0,6.0,0.0189873417721519,9.0,26,2.0,139,0.68,1,0.09090909,0,0.0,1,0.09090909,10,0.90909094,1.5,1.0,1.5,0.5,1.0,5.5
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/aprendendo-a-apreciar-o-idioma.xml,7,1,0,3,62,41,2.1578947368421053,190,10.0,2,0.007,284.0,106.14696842193608,52.0,0.0,0.0,8.0,11,0.0,147,0.79,3,0.15789473,1,0.05263158,0,0.0,9,0.47368422,0.5,0.5,0.5,0.0,2.0,3.5
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/uma-lingua-muitas-variacoes.xml,9,0,0,1,29,58,11.6,226,45.2,6,0.0192,312.0,83.70230303764345,52.0,4.0,0.01282051282051282,5.0,15,3.0,175,0.85,4,0.8,1,0.2,2,0.4,10,2.0,1.5,1.5,1.5,1.5,2.0,8.0
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/falar-e-escrever-o-caminho-para-a-exclusao.xml,5,0,0,2,44,60,4.285714285714286,260,18.571428571428573,7,0.0221,317.0,96.98200741767886,52.0,6.0,0.01892744479495268,9.0,18,1.0,152,0.79,3,0.23076923,4,0.30769232,1,0.07692308,11,0.84615386,1.5,1.5,0.5,2.0,1.5,7.0
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/um-preparo-para-a-versatilidade.xml,16,1,1,2,76,99,7.071428571428571,440,31.42857142857143,18,0.0333,541.0,93.7089367246628,52.0,11.0,0.020332717190388167,15.0,25,1.0,246,0.42,6,0.42857143,2,0.14285715,0,0.0,19,1.3571428,2.0,1.5,1.5,2.0,1.5,8.5
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/falar-nao-e-sinonimo-de-saber.xml,9,0,0,3,49,43,4.3,244,24.4,8,0.0242,330.0,91.42772611141207,53.0,6.0,0.01818181818181818,10.0,17,1.0,170,0.72,2,0.2,1,0.1,1,0.1,9,0.9,1.5,1.0,1.0,1.5,1.5,6.5
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/a-lingua-brasileira-na-escola.xml,6,2,0,1,41,39,7.8,244,48.8,14,0.0611,229.0,99.95377548694613,52.0,0.0,0.0,5.0,18,3.0,122,0.94,0,0.0,0,0.0,0,0.0,8,1.6,1.0,1.0,1.5,2.0,1.5,7.0
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/a-importancia-do-saber.xml,5,0,0,3,67,32,4.571428571428571,176,25.142857142857146,37,0.1407,263.0,87.35514856338503,53.0,21.0,0.07984790874524715,6.0,45,7.0,130,1.06,10,1.6666666,0,0.0,0,0.0,13,2.1666667,1.0,0.5,1.0,0.5,0.5,3.5
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/sem-titulo-.xml,5,0,0,2,47,55,4.583333333333333,287,23.91666666666667,25,0.0859,291.0,90.97313996315005,53.0,7.0,0.024054982817869417,12.0,29,2.0,151,0.77,5,0.41666666,2,0.16666667,0,0.0,6,0.5,0.5,0.0,0.0,0.0,0.5,1.0
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/a-aversao-a-variacoes-linguisticas.xml,10,0,1,1,41,59,6.5555555555555545,258,28.66666666666667,7,0.0225,311.0,86.70766459465028,52.0,2.0,0.006430868167202572,8.0,11,1.0,150,0.67,5,0.5555555999999999,1,0.11111111,1,0.11111111,8,0.8888889000000001,0.5,0.0,0.5,0.5,1.0,2.5
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/universalizando-o-conhecimento.xml,6,0,0,1,51,47,4.2727272727272725,155,14.090909090909092,6,0.0212,283.0,91.59259742259981,52.0,7.0,0.024734982332155483,10.0,6,0.0,150,0.94,1,0.09090909,5,0.45454547,0,0.0,8,0.72727275,1.5,1.5,1.5,1.0,1.5,7.0
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/escola-um-mundo-de-aprendizado.xml,5,0,0,1,18,28,2.8,120,12.0,7,0.0298,235.0,98.71500175952913,53.0,2.0,0.00851063829787234,9.0,12,1.0,130,0.97,0,0.0,3,0.3,2,0.2,7,0.7,0.5,0.5,0.5,0.5,1.0,3.0
/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/o-multipluralismo-portugues.xml,19,1,0,4,101,58,4.142857142857143,227,16.214285714285715,9,0.0249,362.0,91.08638561725618,52.0,7.0,0.019337016574585638,10.0,12,0.0,184,0.57,2,0.14285715,1,0.071428575,0,0.0,11,0.78571427,1.0,1.5,1.0,1.0,1.0,5.0
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u522.xml,6,1,0,3,64,44,4.888888888888889,194,21.555555555555557,8,0.0289,277.0,89.10286715984347,52.0,4.0,0.01444043321299639,10.0,13,1.0,170,0.4,3,0.33333334,0,0.0,2,0.22222222,10,1.1111111999999999,1.0,1.0,1.0,1.0,1.0,5.0
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u519.xml,6,0,0,3,93,34,3.7777777777777777,114,12.666666666666664,19,0.0627,303.0,104.20529306888581,52.0,5.0,0.0165016501650165,9.0,22,2.0,170,0.34,4,0.44444445,0,0.0,0,0.0,8,0.8888889000000001,1.0,0.5,0.5,0.5,0.5,3.0
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u513.xml,10,2,0,3,69,48,3.2,230,15.333333333333336,6,0.017,353.0,102.40270141124728,52.0,11.0,0.031161473087818695,10.0,18,1.0,183,0.36,3,0.2,3,0.2,1,0.06666667,11,0.73333335,1.5,1.5,1.5,1.5,1.5,7.5
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u523.xml,3,0,0,2,75,50,3.571428571428572,144,10.285714285714286,2,0.0051,391.0,111.00840295314792,51.0,9.0,0.023017902813299237,13.0,10,0.0,200,0.3,4,0.2857143,5,0.35714287,1,0.071428575,12,0.85714287,1.5,1.5,1.0,1.0,1.5,6.5
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u510.xml,4,1,0,0,24,36,4.5,267,33.375,8,0.0376,213.0,96.713874707222,51.0,2.0,0.009389671361502348,8.0,5,0.0,118,0.42,3,0.375,0,0.0,1,0.125,4,0.5,1.5,1.5,1.0,1.5,1.0,6.5
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u505.xml,7,2,0,2,49,39,5.571428571428571,138,19.714285714285715,12,0.0498,241.0,101.75035642147066,52.0,3.0,0.012448132780082987,7.0,13,1.0,127,0.34,3,0.42857143,0,0.0,0,0.0,5,0.71428573,0.0,0.0,0.5,0.0,0.5,1.0
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u514.xml,3,0,0,0,15,20,2.8571428571428568,57,8.142857142857142,4,0.0258,155.0,111.83758018970491,52.0,1.0,0.0064516129032258064,5.0,12,1.0,96,0.72,5,0.71428573,0,0.0,0,0.0,4,0.5714286,0.0,0.0,0.5,0.0,0.0,0.5
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u520.xml,10,1,0,2,52,38,3.1666666666666665,189,15.75,14,0.0478,293.0,100.42407423019414,52.0,4.0,0.013651877133105802,10.0,18,1.0,159,0.37,2,0.16666667,0,0.0,2,0.16666667,10,0.8333333,1.0,1.0,1.0,1.0,1.0,5.0
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u524.xml,5,0,0,1,36,34,2.833333333333333,145,12.083333333333336,8,0.0324,247.0,113.5435061073303,52.0,2.0,0.008097165991902834,5.0,8,0.0,125,0.46,3,0.25,0,0.0,1,0.083333336,6,0.5,1.5,1.5,1.0,1.5,1.0,6.5
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u508.xml,7,0,0,0,32,46,6.571428571428571,259,37.0,4,0.0174,230.0,101.70457004070283,51.0,6.0,0.026086956521739132,8.0,7,1.0,136,0.47,1,0.14285715,0,0.0,0,0.0,4,0.5714286,1.0,1.0,0.5,1.0,1.0,4.5
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u517.xml,0,0,1,1,38,31,6.2,97,19.4,9,0.0588,153.0,71.34088788986206,53.0,7.0,0.0457516339869281,5.0,8,1.0,76,0.55,2,0.4,1,0.2,0,0.0,4,0.8,0.0,0.0,0.0,0.0,0.0,0.0
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u512.xml,9,0,1,1,35,38,4.75,234,29.25,8,0.0332,241.0,93.67649293899538,52.0,2.0,0.008298755186721992,8.0,13,1.0,131,0.42,3,0.375,0,0.0,1,0.125,10,1.25,1.0,1.0,1.0,1.0,0.5,4.5
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u509.xml,14,1,0,2,54,49,6.125,176,22.0,12,0.0348,345.0,97.29065199851989,51.0,11.0,0.031884057971014484,8.0,13,1.0,170,0.32,1,0.125,3,0.375,0,0.0,10,1.25,1.5,1.5,1.5,2.0,1.0,7.5
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u518.xml,5,0,0,0,21,30,3.75,127,15.875,7,0.0412,170.0,108.0008831834793,52.0,1.0,0.005882352941176471,6.0,8,0.0,93,0.58,0,0.0,0,0.0,1,0.11111111,6,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u507.xml,11,0,0,0,37,24,3.0,52,6.5,13,0.0634,205.0,103.98328963279728,52.0,5.0,0.024390243902439025,7.0,15,1.0,117,0.58,1,0.125,0,0.0,0,0.0,6,0.75,0.5,0.5,1.0,0.5,0.5,3.0
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u521.xml,12,1,1,0,30,40,4.4444444444444455,74,8.222222222222221,10,0.0348,287.0,95.25799890518186,51.0,13.0,0.04529616724738676,7.0,10,1.0,160,0.34,2,0.22222222,2,0.22222222,2,0.22222222,13,1.4444443999999999,0.0,0.0,0.0,0.0,0.0,0.0
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u525.xml,7,0,0,2,51,41,3.4166666666666665,142,11.833333333333336,3,0.0108,277.0,93.68409710884096,52.0,3.0,0.010830324909747292,8.0,7,0.0,147,0.4,5,0.41666666,1,0.083333336,1,0.083333336,8,0.6666667,2.0,2.0,2.0,2.0,2.0,10.0
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u511.xml,10,1,1,1,25,38,6.333333333333332,126,21.0,11,0.0539,204.0,106.59088452816009,52.0,0.0,0.0,5.0,11,1.0,123,0.51,2,0.33333334,0,0.0,0,0.0,6,1.0,1.0,1.0,1.0,1.5,1.0,5.5
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u516.xml,10,0,0,1,49,34,4.857142857142857,67,9.571428571428571,18,0.0789,228.0,90.02447439193728,52.0,6.0,0.02631578947368421,7.0,13,1.0,134,0.51,3,0.42857143,0,0.0,0,0.0,5,0.71428573,0.5,0.5,0.0,0.5,0.0,1.5
/toque-de-recolher-protege-juventude-e-sociedade/xml/ult4657u506.xml,7,1,0,1,28,26,2.6,86,8.6,6,0.0321,187.0,97.73126019001008,52.0,3.0,0.016042780748663103,8.0,5,0.0,114,0.55,1,0.1,1,0.1,0,0.0,3,0.3,1.5,1.5,1.0,1.5,1.0,6.5
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/preocupados-apenas-com-o-capitalismo.xml,6,1,0,1,54,77,4.8125,729,45.5625,7,0.0199,351.0,95.54269135951998,52.0,17.0,0.04843304843304843,13.0,18,1.0,178,0.61,2,0.125,3,0.1875,1,0.0625,9,0.5625,1.5,1.0,1.0,1.5,1.5,6.5
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/nada-em-comum.xml,6,0,0,3,82,46,6.571428571428571,121,17.285714285714285,5,0.0175,285.0,105.16341846942906,52.0,4.0,0.014035087719298246,6.0,11,1.0,164,0.77,4,0.5714286,0,0.0,0,0.0,8,1.1428572,1.5,0.5,1.0,1.0,1.5,5.5
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/desenvolver-e-preservar-alicerces-das-politicas.xml,4,0,0,3,48,54,5.4,202,20.2,8,0.0257,311.0,85.89158791065219,52.0,14.0,0.045016077170418015,10.0,14,1.0,162,0.74,2,0.2,0,0.0,1,0.1,8,0.8,0.5,0.5,0.5,0.5,1.5,3.5
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/o-caminho-do-meio.xml,5,1,0,0,50,61,4.6923076923076925,307,23.615384615384606,3,0.0068,441.0,94.40643273353578,52.0,11.0,0.024943310657596373,14.0,15,1.0,214,0.49,4,0.30769232,3,0.23076923,0,0.0,11,0.84615386,1.0,1.0,1.0,1.5,1.5,6.0
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/span-classtexto-erradobatata-quente-quente-quente-quente-quente-queimo-span.xml,8,0,0,1,33,48,4.8,216,21.6,6,0.0213,282.0,100.03500092983248,52.0,12.0,0.0425531914893617,10.0,11,1.0,155,0.83,1,0.1,1,0.1,3,0.3,12,1.2,0.5,0.5,0.5,0.5,2.0,4.0
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/um-futuro-incerto.xml,2,0,0,4,87,51,7.2857142857142865,210,30.0,11,0.0353,312.0,104.58115488052373,52.0,13.0,0.04166666666666666,7.0,20,2.0,172,0.89,2,0.2857143,3,0.42857143,2,0.2857143,8,1.1428572,1.0,0.5,0.5,0.0,1.0,3.0
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/o-brasil-e-o-meio-ambiente.xml,12,1,0,1,57,66,9.428571428571429,218,31.142857142857146,17,0.0526,323.0,91.9452130651474,52.0,17.0,0.05263157894736842,7.0,18,2.0,172,0.7,5,0.71428573,5,0.71428573,0,0.0,7,1.0,1.0,0.5,1.0,0.5,1.0,4.0
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/progresso-e-preservacao.xml,10,3,0,2,30,44,6.285714285714287,162,23.142857142857146,4,0.0183,218.0,90.88913103103637,53.0,9.0,0.041284403669724766,6.0,14,2.0,135,0.97,2,0.2857143,2,0.2857143,1,0.14285715,10,1.4285715,1.0,0.5,1.0,1.0,1.5,5.0
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/desenvolvimento-e-preservacao-juntos.xml,4,0,0,2,42,45,7.5,305,50.83333333333334,10,0.0391,256.0,105.74203125000004,52.0,5.0,0.01953125,6.0,19,3.0,150,0.92,3,0.5,0,0.0,1,0.16666667,3,0.5,0.5,0.5,0.5,1.0,1.0,3.5
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/o-papel-do-meio-ambiente-na-riqueza-de-um-pais.xml,8,1,0,0,12,23,3.8333333333333335,88,14.666666666666664,6,0.0423,142.0,99.29556096553804,53.0,5.0,0.035211267605633804,5.0,9,1.0,85,1.56,1,0.16666667,2,0.33333334,0,0.0,4,0.6666667,0.5,0.5,0.5,0.5,1.0,3.0
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/defesa-do-meio-ambiente-em-primeiro-lugar.xml,17,0,0,3,72,53,5.3,298,29.8,2,0.0066,302.0,92.52109278202059,52.0,12.0,0.039735099337748346,11.0,11,1.0,170,0.82,2,0.2,0,0.0,0,0.0,4,0.4,1.5,2.0,2.0,2.0,2.0,9.5
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/brasil-sem-controle-total-no-clima.xml,18,0,1,2,51,74,12.333333333333336,371,61.83333333333334,18,0.047,383.0,91.12115906238556,53.0,7.0,0.01827676240208877,6.0,42,7.0,163,0.5,3,0.5,2,0.33333334,3,0.5,5,0.8333333,0.5,0.0,0.0,0.5,0.5,1.5
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/e-melhor-agravar-a-um-nivel-falso.xml,9,3,0,1,39,49,3.5,211,15.071428571428573,8,0.0261,307.0,105.263008890152,52.0,10.0,0.03257328990228013,9.0,19,1.0,159,0.67,6,0.42857143,2,0.14285715,1,0.071428575,10,0.71428573,1.5,1.0,1.0,1.5,1.0,6.0
/o-brasil-e-o-conflito-defesa-do-meio-ambiente-x-desenvolvimento-economico/xml/defesa-do-meio-ambiente-x-desenvolvimento-economico-equilibre-essa-balanca.xml,12,0,0,6,99,81,5.4,354,23.6,9,0.0199,453.0,84.67738150119783,52.0,11.0,0.02428256070640176,16.0,19,1.0,229,0.55,3,0.2,0,0.0,1,0.06666667,12,0.8,1.5,2.0,1.5,1.5,1.5,8.0
