filename,nErrors,nErrorsTokens,ntokens,fleshscore,avgWordLength,nSpelling,nSpellingTokens,nLongSentence,nStyleErrors,nStyleperSent,nvoc,similarityprompt,countDemonstrativo,demonstrativoPerSent,countEnclise,enclisePerSent,fstPerson,fstPessoaPerSent,countDiscourseMarkers,discourseSent,understandingGrade,selectinginfoGrade,showknowGrade,solutionGrade,formalGrade,finalGrade
/Users/evelin.amorim/Documents/UFMG/aes/data/a-aids-nao-e-mais-a-mesma-por-que-diminuiu-o-medo-da-doenca/xml/falacia-da-juventude.xml,25,0.0648,386.0,84.89509876728059,52.0,14.0,0.03626943005181347,11.0,26,1.0,199,0.84,4,0.23529412,1,0.05882353,1,0.05882353,8,0.47058824,2.0,2.0,2.0,1.0,1.5,8.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-aids-nao-e-mais-a-mesma-por-que-diminuiu-o-medo-da-doenca/xml/joias-perdidas-em-silencio.xml,9,0.0223,404.0,94.08401189804079,52.0,18.0,0.04455445544554455,14.0,19,1.0,218,0.74,5,0.2777778,1,0.055555556,1,0.055555556,12,0.6666667,2.0,2.0,2.0,2.0,1.5,9.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-aids-nao-e-mais-a-mesma-por-que-diminuiu-o-medo-da-doenca/xml/o-mal-do-seculo.xml,6,0.0283,212.0,107.96801582336428,51.0,14.0,0.0660377358490566,5.0,9,1.0,111,1.20,1,0.2,1,0.2,1,0.2,7,1.4,0.5,0.5,0.5,0.5,1.0,3.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-aids-nao-e-mais-a-mesma-por-que-diminuiu-o-medo-da-doenca/xml/sem-titulo-.xml,29,0.0929,312.0,95.90423232078555,52.0,6.0,0.019230769230769232,5.0,45,9.0,155,1.00,2,0.4,0,0.0,1,0.2,14,2.8,0.5,1.0,1.0,1.0,1.0,4.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-aids-nao-e-mais-a-mesma-por-que-diminuiu-o-medo-da-doenca/xml/sexo-versos-versus-descuido-fatalidades.xml,12,0.0597,201.0,91.42007151603701,51.0,11.0,0.05472636815920398,9.0,13,1.0,122,1.29,1,0.11111111,0,0.0,1,0.11111111,3,0.33333334,1.0,0.5,0.5,0.0,0.5,2.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-aids-nao-e-mais-a-mesma-por-que-diminuiu-o-medo-da-doenca/xml/uma-questao-de-consciencia.xml,9,0.0402,224.0,83.41178139209748,53.0,10.0,0.044642857142857144,9.0,15,1.0,147,1.38,3,0.3,1,0.1,2,0.2,7,0.7,1.0,0.5,0.5,1.0,1.0,4.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u64.xml,5,0.0195,256.0,86.57484375000001,52.0,3.0,0.01171875,12.0,12,1.0,145,0.62,2,0.2,0,0.0,0,0.0,8,0.8,0.5,0.5,0.5,0.5,1.5,3.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u65.xml,28,0.0838,334.0,75.58230019569399,52.0,35.0,0.10479041916167664,7.0,32,4.0,178,0.51,0,0.0,7,1.0,0,0.0,6,0.85714287,1.0,1.0,1.0,1.0,1.0,5.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u66.xml,0,0.0000,277.0,90.93536115646364,52.0,6.0,0.021660649819494584,8.0,7,0.0,143,0.50,3,0.33333334,1,0.11111111,2,0.22222222,7,0.7777778,0.5,1.0,1.0,0.5,1.0,4.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u67.xml,3,0.0082,366.0,93.04155484199526,52.0,5.0,0.01366120218579235,6.0,13,1.0,182,0.29,1,0.14285715,0,0.0,0,0.0,18,2.5714285,1.5,1.5,1.0,1.5,1.5,7.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u68.xml,2,0.0067,298.0,95.81687513351443,52.0,11.0,0.03691275167785235,10.0,8,0.0,158,0.44,2,0.18181819,2,0.18181819,0,0.0,12,1.0909091,2.0,1.5,2.0,1.0,2.0,8.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u69.xml,10,0.0602,166.0,75.0482534980774,53.0,14.0,0.08433734939759036,5.0,13,2.0,113,0.97,4,0.8,2,0.4,0,0.0,2,0.4,0.5,0.5,0.5,0.0,0.5,2.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u70.xml,2,0.0033,615.0,96.69256487846377,52.0,16.0,0.026016260162601626,20.0,25,1.0,244,0.21,4,0.2,0,0.0,3,0.15,16,0.8,1.0,1.0,1.0,0.5,1.0,4.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u71.xml,9,0.0383,235.0,84.31500347614289,53.0,6.0,0.02553191489361702,6.0,19,3.0,126,0.62,1,0.16666667,1,0.16666667,5,0.8333333,8,1.3333334,0.5,1.0,0.5,1.0,1.0,4.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u72.xml,7,0.0332,211.0,83.64447504043582,52.0,9.0,0.04265402843601896,4.0,14,3.0,129,0.78,2,0.5,2,0.5,3,0.75,8,2.0,1.0,1.0,1.0,0.5,1.5,5.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u73.xml,1,0.0032,313.0,85.31103878974918,52.0,7.0,0.022364217252396165,9.0,20,1.0,165,0.52,2,0.16666667,1,0.083333336,0,0.0,11,0.9166667,1.5,1.0,1.0,1.0,1.5,6.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u74.xml,9,0.0381,236.0,86.0875415182114,52.0,9.0,0.038135593220338986,5.0,17,3.0,134,0.66,3,0.6,0,0.0,0,0.0,7,1.4,0.5,1.0,0.5,0.5,1.0,3.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u75.xml,0,0.0000,482.0,95.95823806285861,52.0,8.0,0.016597510373443983,15.0,10,0.0,217,0.30,3,0.1875,1,0.0625,8,0.5,16,1.0,2.0,2.0,1.5,2.0,1.5,9.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u76.xml,1,0.0024,425.0,82.6208872175217,52.0,12.0,0.02823529411764706,12.0,11,0.0,210,0.32,1,0.07692308,3,0.23076923,1,0.07692308,14,1.0769231,2.0,2.0,2.0,1.0,1.5,8.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u77.xml,4,0.0087,458.0,103.27866345405582,52.0,17.0,0.03711790393013101,15.0,21,1.0,206,0.33,5,0.2631579,2,0.10526316,2,0.10526316,11,0.57894737,1.0,1.0,1.0,0.5,1.0,4.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u78.xml,1,0.0048,210.0,87.69214237689974,52.0,4.0,0.01904761904761905,4.0,9,2.0,115,0.63,2,0.5,0,0.0,1,0.25,11,2.75,0.5,0.5,0.5,0.5,1.0,3.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u79.xml,3,0.0106,284.0,77.25190964698794,52.0,15.0,0.0528169014084507,7.0,12,1.0,163,0.56,1,0.14285715,4,0.5714286,1,0.14285715,10,1.4285715,0.5,0.5,0.5,0.5,1.0,3.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u80.xml,4,0.0095,423.0,94.23499601840976,51.0,19.0,0.04491725768321513,11.0,24,1.0,222,0.37,2,0.11111111,2,0.11111111,1,0.055555556,18,1.0,2.0,2.0,2.0,1.5,1.5,9.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u81.xml,5,0.0194,258.0,77.99546433448793,53.0,12.0,0.046511627906976744,4.0,21,5.0,149,0.62,10,2.5,3,0.75,1,0.25,9,2.25,1.0,1.0,1.0,0.5,1.0,4.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u82.xml,3,0.0130,231.0,96.84798644542695,52.0,2.0,0.008658008658008658,5.0,10,2.0,113,0.50,2,0.4,0,0.0,1,0.2,10,2.0,0.5,1.0,1.0,0.5,1.0,4.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-energia-nuclear-e-uma-boa-solucao-para-o-brasil/xml/ult4657u83.xml,2,0.0068,296.0,82.49310892581943,52.0,6.0,0.02027027027027027,10.0,5,0.0,160,0.54,1,0.1,1,0.1,3,0.3,8,0.8,2.0,2.0,2.0,1.5,1.5,9.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u105.xml,6,0.0211,285.0,87.35289958477023,53.0,12.0,0.042105263157894736,7.0,24,3.0,158,0.53,6,0.85714287,0,0.0,0,0.0,13,1.8571428,1.0,1.0,1.0,1.0,1.5,5.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u106.xml,0,0.0000,273.0,93.88994420528414,52.0,4.0,0.014652014652014652,9.0,4,0.0,160,0.48,2,0.22222222,0,0.0,0,0.0,7,0.7777778,1.0,1.5,1.5,1.0,2.0,7.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u107.xml,5,0.0155,323.0,86.70682753086092,52.0,12.0,0.03715170278637771,11.0,17,1.0,178,0.43,1,0.083333336,2,0.16666667,1,0.083333336,15,1.25,2.0,2.0,1.5,1.5,1.5,8.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u108.xml,5,0.0136,367.0,104.06988035202028,52.0,25.0,0.0681198910081744,9.0,31,1.0,195,0.44,1,0.0625,11,0.6875,1,0.0625,9,0.5625,1.5,1.5,1.0,0.5,1.0,5.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u109.xml,5,0.0119,420.0,96.75642376899722,52.0,9.0,0.02142857142857143,14.0,11,0.0,204,0.35,1,0.0625,3,0.1875,1,0.0625,7,0.4375,2.0,2.0,1.5,1.0,1.5,8.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u110.xml,2,0.0078,256.0,94.83656250000001,53.0,8.0,0.03125,6.0,10,1.0,143,0.59,2,0.33333334,4,0.6666667,0,0.0,11,1.8333334,1.0,1.0,1.0,1.0,1.5,5.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u111.xml,4,0.0093,431.0,99.46005912780763,52.0,10.0,0.02320185614849188,10.0,10,0.0,232,0.31,0,0.0,3,0.25,2,0.16666667,8,0.6666667,0.5,1.0,1.5,1.5,1.5,6.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u112.xml,3,0.0089,337.0,112.0189809894562,52.0,21.0,0.06231454005934718,8.0,37,4.0,176,0.43,4,0.44444445,2,0.22222222,4,0.44444445,12,1.3333334,0.5,0.5,0.5,0.5,1.0,3.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u113.xml,1,0.0044,226.0,103.5925220346451,52.0,5.0,0.022123893805309734,9.0,11,1.0,128,0.68,0,0.0,0,0.0,0,0.0,8,0.72727275,1.0,1.0,1.0,1.0,1.5,5.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u114.xml,10,0.0189,529.0,99.46562610626222,52.0,6.0,0.011342155009451797,13.0,27,1.0,226,0.26,5,0.33333334,3,0.2,0,0.0,17,1.1333333,1.0,0.5,1.5,0.5,1.5,5.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u115.xml,1,0.0035,284.0,95.72091535091403,52.0,7.0,0.02464788732394366,10.0,24,2.0,152,0.63,2,0.2,0,0.0,0,0.0,8,0.8,1.0,0.5,1.0,0.5,1.5,4.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u116.xml,2,0.0059,337.0,101.97743266582492,52.0,6.0,0.017804154302670624,10.0,20,1.0,182,0.60,4,0.2857143,3,0.21428572,2,0.14285715,20,1.4285715,1.0,1.0,1.5,1.0,1.5,6.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u117.xml,1,0.0024,425.0,86.20394381046296,52.0,11.0,0.02588235294117647,15.0,9,0.0,215,0.34,1,0.071428575,5,0.35714287,0,0.0,17,1.2142857,1.0,1.0,1.5,2.0,1.5,7.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u118.xml,2,0.0063,316.0,97.30461987018586,52.0,5.0,0.015822784810126583,11.0,8,0.0,173,0.48,0,0.0,0,0.0,0,0.0,14,1.1666666,1.0,1.5,1.0,1.5,1.5,6.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u119.xml,5,0.0128,392.0,91.93652978897097,52.0,8.0,0.02040816326530612,14.0,18,1.0,204,0.42,1,0.0625,2,0.125,1,0.0625,12,0.75,0.5,0.5,1.0,0.5,1.0,3.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u120.xml,4,0.0149,269.0,105.73835018634799,52.0,5.0,0.01858736059479554,9.0,14,0.0,133,0.56,0,0.0,4,0.23529412,1,0.05882353,3,0.1764706,1.0,1.0,1.0,1.0,1.0,5.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u121.xml,7,0.0211,332.0,90.0825948572159,51.0,19.0,0.0572289156626506,8.0,13,2.0,177,0.32,2,0.33333334,3,0.5,1,0.16666667,16,2.6666667,1.5,1.0,1.0,0.5,1.0,5.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u122.xml,6,0.0154,390.0,94.81961952209474,52.0,18.0,0.046153846153846156,8.0,32,4.0,194,0.38,2,0.25,9,1.125,3,0.375,15,1.875,1.0,0.5,0.5,0.5,1.0,3.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-gramatica-facilita-ou-dificulta-a-comunicacao/xml/ult4657u123.xml,2,0.0051,396.0,102.92136832237244,52.0,19.0,0.047979797979797977,11.0,12,0.0,217,0.37,0,0.0,6,0.4,2,0.13333334,11,0.73333335,1.0,1.0,1.0,1.0,1.0,5.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u23.xml,3,0.0096,314.0,109.54137302398684,52.0,7.0,0.022292993630573247,8.0,11,0.0,176,0.38,1,0.055555556,0,0.0,0,0.0,10,0.5555556,1.0,0.5,0.5,1.0,1.0,4.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u24.xml,8,0.0400,200.0,94.43999596595765,53.0,6.0,0.03,5.0,15,3.0,99,0.50,0,0.0,2,0.4,1,0.2,10,2.0,1.0,0.5,0.5,0.5,0.5,3.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u25.xml,6,0.0170,353.0,104.55964334964753,52.0,7.0,0.019830028328611898,9.0,15,1.0,189,0.26,3,0.3,1,0.1,0,0.0,9,0.9,1.0,0.5,1.0,0.0,1.0,3.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u26.xml,4,0.0235,170.0,121.43735044956209,52.0,1.0,0.0058823529411764705,5.0,8,1.0,95,0.55,4,0.5,1,0.125,2,0.25,3,0.375,0.5,0.5,0.5,0.5,0.5,2.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u27.xml,7,0.0253,277.0,97.95990971088412,52.0,11.0,0.039711191335740074,8.0,11,1.0,154,0.36,3,0.3,2,0.2,2,0.2,8,0.8,1.5,1.0,2.0,1.0,2.0,7.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u28.xml,7,0.0298,235.0,100.51500154495241,52.0,4.0,0.01702127659574468,8.0,12,1.0,139,0.46,1,0.11111111,4,0.44444445,0,0.0,7,0.7777778,0.5,0.5,1.0,1.0,1.0,4.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u29.xml,19,0.0425,447.0,99.88600357532502,52.0,10.0,0.02237136465324385,18.0,30,1.0,219,0.24,3,0.14285715,0,0.0,2,0.0952381,18,0.85714287,0.0,0.0,0.0,0.0,0.0,0.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u30.xml,5,0.0189,264.0,106.2327321624756,51.0,3.0,0.011363636363636364,8.0,15,1.0,118,0.39,3,0.33333334,1,0.11111111,0,0.0,4,0.44444445,0.5,0.5,0.5,0.0,0.5,2.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u31.xml,2,0.0054,367.0,95.77124002933505,52.0,6.0,0.01634877384196185,13.0,12,0.0,200,0.39,3,0.15789473,3,0.15789473,0,0.0,9,0.47368422,2.0,2.0,2.0,1.5,1.5,9.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u32.xml,6,0.0208,289.0,101.00455275535586,53.0,5.0,0.01730103806228374,12.0,16,1.0,147,0.39,4,0.2857143,1,0.071428575,2,0.14285715,9,0.64285713,0.5,0.5,1.0,0.5,1.0,3.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u33.xml,1,0.0039,256.0,111.02953125000002,52.0,0.0,0.0,7.0,2,0.0,144,0.37,0,0.0,1,0.1,0,0.0,6,0.6,1.0,1.0,1.0,0.0,1.0,4.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u35.xml,8,0.0305,262.0,117.73728645801546,51.0,14.0,0.05343511450381679,8.0,18,1.0,136,0.40,0,0.0,0,0.0,4,0.33333334,12,1.0,0.5,0.5,0.5,0.5,0.5,2.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u36.xml,3,0.0079,378.0,99.33023355960847,52.0,8.0,0.021164021164021163,9.0,13,0.0,180,0.30,4,0.22222222,2,0.11111111,0,0.0,6,0.33333334,1.0,0.5,1.0,0.5,1.5,4.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u37.xml,1,0.0032,312.0,105.93692592144015,52.0,2.0,0.00641025641025641,11.0,4,0.0,159,0.29,6,0.4,3,0.2,0,0.0,11,0.73333335,1.0,0.5,0.5,0.5,1.0,3.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u38.xml,3,0.0137,219.0,99.33636530399323,53.0,6.0,0.0273972602739726,9.0,13,1.0,123,0.74,2,0.2,1,0.1,0,0.0,10,1.0,0.5,0.5,0.5,0.5,1.0,3.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u39.xml,7,0.0335,209.0,112.82734256744388,52.0,5.0,0.023923444976076555,6.0,15,1.0,118,0.42,2,0.2,3,0.3,2,0.2,4,0.4,0.5,0.5,0.5,0.0,0.5,2.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u40.xml,3,0.0102,293.0,116.01588998794557,52.0,6.0,0.020477815699658702,8.0,12,1.0,156,0.41,5,0.5,0,0.0,0,0.0,9,0.9,1.0,1.0,1.0,0.5,1.0,4.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u41.xml,3,0.0089,337.0,99.21600965023043,52.0,13.0,0.03857566765578635,10.0,26,2.0,174,0.31,3,0.27272728,5,0.45454547,3,0.27272728,13,1.1818181,1.5,1.5,1.5,1.0,1.0,6.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u42.xml,0,0.0000,301.0,101.83898433208466,52.0,2.0,0.006644518272425249,8.0,5,0.0,164,0.32,0,0.0,0,0.0,1,0.11111111,8,0.8888889,1.5,1.0,1.0,1.5,1.5,6.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-necessidade-de-crer-em-herois/xml/ult4657u43.xml,0,0.0000,306.0,84.6114753341675,53.0,7.0,0.02287581699346405,9.0,5,0.0,175,0.36,0,0.0,4,0.44444445,1,0.11111111,7,0.7777778,1.0,1.0,1.5,0.5,1.0,5.5
/Users/evelin.amorim/Documents/UFMG/aes/data/a-policia-se-excede-contra-os-manifestantes-ou-cumpre-seu-papel/xml/a-democracia-mascarada-por-interesses.xml,11,0.0257,428.0,97.62238138675693,52.0,10.0,0.02336448598130841,12.0,24,1.0,216,0.67,2,0.15384616,0,0.0,0,0.0,25,1.9230769,1.5,0.5,1.0,0.0,1.0,4.0
/Users/evelin.amorim/Documents/UFMG/aes/data/a-policia-se-excede-contra-os-manifestantes-ou-cumpre-seu-papel/xml/a-inseguranca-publica.xml,14,0.0471,297.0,82.76833146572116,52.0,8.0,0.026936026936026935,11.0,16,1.0,157,1.00,4,0.36363637,0,0.0,1,0.09090909,14,1.2727273,2.0,1.0,2.0,2.0,1.5,8.5
